dev59_HR,dev60_SpO2,dev60_PI,dev59_PI,dev59_SpO2
90.0,100.0,0.8,11.0,100.0
90.0,99.0,0.8,11.0,100.0
90.0,99.0,0.8,11.0,100.0
90.0,99.0,0.8,11.0,100.0
91.0,99.0,0.8,10.0,100.0
91.0,99.0,0.8,10.0,100.0
91.0,99.0,0.8,10.0,100.0
91.0,99.0,0.8,10.0,100.0
91.0,99.0,0.8,11.0,99.0
91.0,99.0,0.8,11.0,99.0
91.0,99.0,0.8,11.0,99.0
91.0,99.0,0.8,11.0,99.0
90.0,99.0,0.8,13.0,99.0
90.0,98.0,0.8,13.0,99.0
90.0,98.0,0.8,13.0,99.0
90.0,98.0,0.8,13.0,99.0
90.0,98.0,0.8,21.0,99.0
90.0,98.0,0.8,21.0,99.0
90.0,98.0,0.8,21.0,99.0
90.0,98.0,0.8,21.0,99.0
89.0,98.0,0.8,19.0,99.0
89.0,98.0,0.8,19.0,99.0
89.0,98.0,0.8,19.0,99.0
89.0,98.0,0.8,19.0,99.0
90.0,98.0,0.8,11.0,99.0
90.0,98.0,0.8,11.0,99.0
90.0,98.0,0.8,11.0,99.0
90.0,99.0,0.8,11.0,99.0
90.0,99.0,0.8,11.0,99.0
90.0,99.0,0.8,11.0,99.0
90.0,99.0,0.8,11.0,99.0
90.0,99.0,0.8,21.0,99.0
90.0,99.0,0.8,21.0,99.0
90.0,99.0,0.8,21.0,99.0
90.0,99.0,0.8,21.0,99.0
90.0,99.0,0.8,21.0,99.0
89.0,99.0,0.8,13.0,99.0
89.0,99.0,0.8,13.0,99.0
89.0,99.0,0.8,13.0,99.0
89.0,99.0,0.8,13.0,99.0
89.0,99.0,0.8,12.0,99.0
89.0,99.0,0.8,12.0,99.0
89.0,99.0,0.8,12.0,99.0
89.0,99.0,0.8,12.0,99.0
90.0,99.0,0.8,13.0,99.0
90.0,99.0,0.8,13.0,99.0
90.0,99.0,0.8,13.0,99.0
90.0,98.0,0.8,13.0,99.0
88.0,98.0,0.8,13.0,99.0
88.0,98.0,0.8,13.0,99.0
88.0,98.0,0.8,13.0,99.0
88.0,98.0,0.8,13.0,99.0
89.0,98.0,0.8,13.0,99.0
89.0,98.0,0.8,13.0,99.0
89.0,98.0,0.8,13.0,99.0
89.0,98.0,0.8,13.0,99.0
89.0,98.0,0.8,13.0,98.0
89.0,98.0,0.8,13.0,98.0
89.0,98.0,0.8,13.0,98.0
89.0,98.0,0.8,13.0,98.0
88.0,98.0,0.8,13.0,98.0
88.0,98.0,0.8,13.0,98.0
88.0,98.0,0.8,13.0,98.0
88.0,98.0,0.8,13.0,98.0
89.0,98.0,0.8,11.0,98.0
89.0,98.0,0.8,11.0,98.0
89.0,98.0,0.8,11.0,98.0
89.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,10.0,98.0
88.0,98.0,0.8,10.0,98.0
88.0,98.0,0.8,10.0,98.0
88.0,98.0,0.8,10.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
87.0,98.0,0.8,11.0,98.0
87.0,98.0,0.8,11.0,98.0
87.0,98.0,0.8,11.0,98.0
87.0,98.0,0.8,11.0,98.0
86.0,98.0,0.8,12.0,98.0
86.0,98.0,0.8,12.0,98.0
86.0,98.0,0.8,12.0,98.0
86.0,98.0,0.8,12.0,98.0
86.0,98.0,0.8,11.0,98.0
86.0,98.0,0.8,11.0,98.0
86.0,98.0,0.8,11.0,98.0
86.0,98.0,0.8,11.0,98.0
87.0,98.0,0.8,11.0,98.0
87.0,98.0,0.8,11.0,98.0
87.0,98.0,0.8,11.0,98.0
87.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
88.0,98.0,0.8,11.0,98.0
89.0,98.0,0.8,11.0,98.0
89.0,98.0,0.8,11.0,98.0
89.0,98.0,0.8,11.0,98.0
89.0,98.0,0.8,11.0,98.0
91.0,98.0,0.8,11.0,98.0
91.0,98.0,0.8,11.0,98.0
91.0,98.0,0.8,11.0,98.0
91.0,98.0,0.8,11.0,98.0
91.0,98.0,0.8,11.0,98.0
91.0,98.0,0.8,11.0,98.0
91.0,98.0,0.8,11.0,98.0
91.0,98.0,0.8,11.0,98.0
94.0,98.0,0.8,10.0,98.0
94.0,98.0,0.8,10.0,98.0
94.0,98.0,0.8,10.0,98.0
94.0,98.0,0.8,10.0,98.0
94.0,98.0,0.8,10.0,98.0
94.0,98.0,0.8,10.0,98.0
94.0,98.0,0.8,10.0,98.0
94.0,97.0,0.8,10.0,98.0
95.0,97.0,0.8,11.0,98.0
95.0,97.0,0.8,11.0,98.0
95.0,97.0,0.8,11.0,98.0
95.0,97.0,0.8,11.0,98.0
95.0,97.0,0.8,11.0,98.0
95.0,97.0,0.8,11.0,98.0
95.0,97.0,0.8,11.0,98.0
94.0,96.0,0.8,11.0,98.0
94.0,96.0,0.8,11.0,98.0
94.0,96.0,0.8,11.0,98.0
94.0,96.0,0.8,11.0,98.0
94.0,96.0,0.8,11.0,98.0
94.0,96.0,0.8,11.0,98.0
94.0,96.0,0.8,11.0,98.0
94.0,96.0,0.8,11.0,98.0
94.0,96.0,0.8,11.0,98.0
93.0,96.0,0.8,11.0,98.0
93.0,96.0,0.8,11.0,98.0
93.0,96.0,0.8,11.0,98.0
93.0,96.0,0.8,11.0,98.0
92.0,96.0,0.8,12.0,98.0
92.0,96.0,0.8,12.0,98.0
92.0,96.0,0.8,12.0,98.0
92.0,95.0,0.8,12.0,98.0
91.0,95.0,0.8,12.0,98.0
91.0,95.0,0.8,12.0,98.0
91.0,95.0,0.8,12.0,98.0
91.0,95.0,0.8,12.0,98.0
91.0,95.0,0.8,12.0,98.0
91.0,94.0,0.8,12.0,98.0
91.0,94.0,0.8,12.0,98.0
91.0,93.0,0.8,12.0,98.0
92.0,93.0,0.8,10.0,97.0
92.0,93.0,0.7,10.0,97.0
92.0,93.0,0.7,10.0,97.0
92.0,93.0,0.7,10.0,97.0
91.0,93.0,0.7,10.0,96.0
91.0,93.0,0.7,10.0,96.0
91.0,93.0,0.7,10.0,96.0
91.0,94.0,0.7,10.0,96.0
91.0,94.0,0.7,10.0,96.0
91.0,94.0,0.7,10.0,96.0
91.0,94.0,0.7,10.0,96.0
91.0,96.0,0.7,10.0,96.0
91.0,96.0,0.7,10.0,96.0
91.0,96.0,0.7,10.0,96.0
91.0,96.0,0.7,10.0,96.0
91.0,96.0,0.7,10.0,96.0
92.0,96.0,0.7,10.0,95.0
92.0,96.0,0.7,10.0,95.0
92.0,96.0,0.7,10.0,95.0
92.0,96.0,0.7,10.0,95.0
93.0,96.0,0.7,10.0,95.0
93.0,96.0,0.7,10.0,95.0
93.0,96.0,0.7,10.0,95.0
93.0,96.0,0.7,10.0,95.0
94.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,11.0,95.0
93.0,96.0,0.7,11.0,95.0
93.0,96.0,0.7,11.0,95.0
93.0,96.0,0.7,11.0,95.0
93.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,11.0,95.0
94.0,96.0,0.7,13.0,96.0
94.0,95.0,0.7,13.0,96.0
94.0,95.0,0.7,13.0,96.0
94.0,95.0,0.7,13.0,96.0
96.0,95.0,0.7,13.0,96.0
96.0,95.0,0.7,13.0,96.0
96.0,95.0,0.7,13.0,96.0
96.0,95.0,0.7,13.0,96.0
95.0,95.0,0.7,11.0,96.0
95.0,95.0,0.7,11.0,96.0
95.0,95.0,0.7,11.0,96.0
95.0,96.0,0.7,11.0,96.0
95.0,96.0,0.7,12.0,96.0
95.0,96.0,0.7,12.0,96.0
95.0,96.0,0.7,12.0,96.0
95.0,96.0,0.7,12.0,96.0
95.0,96.0,0.7,11.0,96.0
95.0,96.0,0.7,11.0,96.0
95.0,96.0,0.7,11.0,96.0
95.0,96.0,0.7,11.0,96.0
94.0,96.0,0.7,15.0,96.0
94.0,96.0,0.7,15.0,96.0
94.0,96.0,0.7,15.0,96.0
94.0,96.0,0.7,15.0,96.0
93.0,96.0,0.7,17.0,96.0
93.0,96.0,0.7,17.0,96.0
93.0,96.0,0.7,17.0,96.0
93.0,96.0,0.7,17.0,96.0
92.0,96.0,0.7,18.0,96.0
92.0,96.0,0.7,18.0,96.0
92.0,96.0,0.7,18.0,96.0
92.0,96.0,0.7,18.0,96.0
92.0,96.0,0.7,18.0,96.0
92.0,96.0,0.7,18.0,96.0
92.0,96.0,0.7,18.0,96.0
93.0,96.0,0.7,12.0,97.0
93.0,96.0,0.7,12.0,97.0
93.0,96.0,0.7,12.0,97.0
93.0,96.0,0.7,12.0,97.0
93.0,96.0,0.7,12.0,97.0
94.0,96.0,0.7,11.0,97.0
94.0,96.0,0.7,11.0,97.0
94.0,96.0,0.7,11.0,97.0
94.0,96.0,0.7,11.0,97.0
93.0,96.0,0.7,11.0,97.0
93.0,96.0,0.7,11.0,97.0
93.0,96.0,0.7,11.0,97.0
93.0,96.0,0.7,11.0,97.0
93.0,96.0,0.7,12.0,97.0
93.0,96.0,0.7,12.0,97.0
93.0,96.0,0.7,12.0,97.0
93.0,96.0,0.7,12.0,97.0
94.0,96.0,0.7,11.0,97.0
94.0,97.0,0.7,11.0,97.0
94.0,97.0,0.7,11.0,97.0
94.0,97.0,0.7,11.0,97.0
95.0,97.0,0.7,11.0,97.0
95.0,97.0,0.7,11.0,97.0
95.0,97.0,0.7,11.0,97.0
95.0,97.0,0.7,11.0,97.0
96.0,97.0,0.7,10.0,97.0
96.0,96.0,0.7,10.0,97.0
96.0,96.0,0.7,10.0,97.0
96.0,96.0,0.7,10.0,97.0
95.0,96.0,0.7,10.0,97.0
95.0,96.0,0.7,10.0,97.0
95.0,96.0,0.7,10.0,97.0
95.0,96.0,0.7,10.0,97.0
96.0,96.0,0.7,11.0,97.0
96.0,96.0,0.7,11.0,97.0
96.0,96.0,0.7,11.0,97.0
96.0,96.0,0.7,11.0,97.0
96.0,96.0,0.7,10.0,97.0
96.0,96.0,0.7,10.0,97.0
96.0,96.0,0.7,10.0,97.0
96.0,96.0,0.7,10.0,97.0
96.0,96.0,0.7,10.0,97.0
96.0,96.0,0.7,10.0,97.0
96.0,96.0,0.7,10.0,97.0
96.0,96.0,0.7,10.0,97.0
97.0,96.0,0.7,10.0,97.0
97.0,97.0,0.7,10.0,97.0
97.0,97.0,0.7,10.0,97.0
97.0,97.0,0.7,10.0,97.0
97.0,97.0,0.7,10.0,97.0
97.0,97.0,0.7,10.0,97.0
97.0,97.0,0.7,10.0,97.0
97.0,97.0,0.7,10.0,97.0
97.0,97.0,0.7,12.0,97.0
97.0,97.0,0.7,12.0,97.0
97.0,97.0,0.7,12.0,97.0
97.0,97.0,0.7,12.0,97.0
98.0,97.0,0.7,12.0,97.0
98.0,97.0,0.7,12.0,97.0
98.0,97.0,0.7,12.0,97.0
98.0,97.0,0.7,12.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,11.0,97.0
98.0,97.0,0.7,11.0,97.0
98.0,97.0,0.7,11.0,97.0
98.0,97.0,0.7,11.0,97.0
98.0,97.0,0.7,12.0,97.0
98.0,97.0,0.7,12.0,97.0
98.0,97.0,0.7,12.0,97.0
98.0,97.0,0.7,12.0,97.0
97.0,97.0,0.7,10.0,97.0
97.0,97.0,0.7,10.0,97.0
97.0,97.0,0.7,10.0,97.0
97.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,9.0,97.0
98.0,97.0,0.7,9.0,97.0
98.0,97.0,0.7,9.0,97.0
98.0,97.0,0.7,9.0,97.0
98.0,97.0,0.7,9.0,97.0
98.0,97.0,0.7,9.0,97.0
98.0,97.0,0.7,9.0,97.0
98.0,97.0,0.7,9.0,97.0
98.0,97.0,0.7,9.0,97.0
98.0,97.0,0.7,9.0,97.0
98.0,97.0,0.7,9.0,97.0
98.0,97.0,0.7,9.0,97.0
99.0,97.0,0.7,10.0,97.0
99.0,96.0,0.7,10.0,97.0
99.0,96.0,0.7,10.0,97.0
99.0,96.0,0.7,10.0,97.0
100.0,96.0,0.7,9.0,97.0
100.0,96.0,0.7,9.0,97.0
100.0,96.0,0.7,9.0,97.0
100.0,96.0,0.7,9.0,97.0
100.0,96.0,0.7,9.0,97.0
100.0,96.0,0.7,9.0,97.0
100.0,96.0,0.7,9.0,97.0
100.0,96.0,0.7,9.0,97.0
100.0,96.0,0.7,10.0,97.0
100.0,96.0,0.7,10.0,97.0
100.0,96.0,0.7,10.0,97.0
100.0,96.0,0.7,10.0,97.0
98.0,96.0,0.7,9.0,97.0
98.0,96.0,0.7,9.0,97.0
98.0,96.0,0.7,9.0,97.0
98.0,96.0,0.7,9.0,97.0
98.0,96.0,0.7,9.0,97.0
98.0,96.0,0.7,9.0,97.0
98.0,96.0,0.7,9.0,97.0
98.0,96.0,0.7,9.0,97.0
98.0,96.0,0.7,11.0,97.0
98.0,96.0,0.7,11.0,97.0
98.0,96.0,0.7,11.0,97.0
98.0,96.0,0.7,11.0,97.0
98.0,96.0,0.7,11.0,97.0
98.0,97.0,0.7,11.0,97.0
98.0,97.0,0.7,11.0,97.0
98.0,97.0,0.7,11.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
98.0,97.0,0.7,10.0,97.0
99.0,97.0,0.7,10.0,97.0
99.0,97.0,0.7,10.0,97.0
99.0,97.0,0.7,10.0,97.0
99.0,97.0,0.7,10.0,97.0
100.0,97.0,0.7,11.0,97.0
100.0,97.0,0.7,11.0,97.0
100.0,97.0,0.7,11.0,97.0
100.0,97.0,0.7,11.0,97.0
101.0,97.0,0.7,10.0,97.0
101.0,97.0,0.7,10.0,97.0
101.0,97.0,0.7,10.0,97.0
101.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,97.0,0.7,10.0,97.0
103.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,11.0,97.0
102.0,96.0,0.7,11.0,97.0
102.0,96.0,0.7,11.0,97.0
102.0,96.0,0.7,11.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,10.0,97.0
102.0,96.0,0.7,9.0,97.0
102.0,96.0,0.7,9.0,97.0
102.0,96.0,0.7,9.0,97.0
102.0,96.0,0.7,9.0,97.0
100.0,96.0,0.7,12.0,97.0
100.0,96.0,0.7,12.0,97.0
100.0,96.0,0.7,12.0,97.0
100.0,96.0,0.7,12.0,97.0
100.0,96.0,0.7,13.0,97.0
100.0,96.0,0.7,13.0,97.0
100.0,96.0,0.7,13.0,97.0
100.0,96.0,0.7,13.0,97.0
100.0,96.0,0.7,10.0,97.0
100.0,96.0,0.7,10.0,97.0
100.0,96.0,0.7,10.0,97.0
100.0,96.0,0.7,10.0,97.0
100.0,96.0,0.7,10.0,97.0
100.0,96.0,0.7,10.0,97.0
100.0,96.0,0.7,10.0,97.0
101.0,96.0,0.7,10.0,97.0
101.0,96.0,0.7,10.0,97.0
101.0,96.0,0.7,10.0,97.0
101.0,96.0,0.7,10.0,97.0
101.0,96.0,0.7,10.0,97.0
100.0,96.0,0.7,9.0,96.0
100.0,96.0,0.7,9.0,96.0
100.0,96.0,0.7,9.0,96.0
100.0,96.0,0.7,9.0,96.0
100.0,96.0,0.7,9.0,96.0
100.0,96.0,0.7,9.0,96.0
100.0,96.0,0.7,9.0,96.0
100.0,96.0,0.7,9.0,96.0
101.0,96.0,0.7,9.0,97.0
101.0,96.0,0.7,9.0,97.0
101.0,96.0,0.7,9.0,97.0
101.0,96.0,0.7,9.0,97.0
101.0,96.0,0.7,9.0,96.0
101.0,96.0,0.7,9.0,96.0
101.0,96.0,0.7,9.0,96.0
101.0,96.0,0.7,9.0,96.0
102.0,96.0,0.7,9.0,96.0
102.0,96.0,0.7,9.0,96.0
102.0,96.0,0.7,9.0,96.0
102.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,9.0,96.0
103.0,96.0,0.7,10.0,96.0
103.0,96.0,0.7,10.0,96.0
103.0,96.0,0.7,10.0,96.0
103.0,96.0,0.7,10.0,96.0
103.0,96.0,0.7,10.0,96.0
103.0,96.0,0.7,10.0,96.0
103.0,96.0,0.7,10.0,96.0
103.0,96.0,0.7,10.0,96.0
102.0,96.0,0.7,9.0,97.0
102.0,96.0,0.7,9.0,97.0
102.0,96.0,0.7,9.0,97.0
102.0,96.0,0.7,9.0,97.0
103.0,96.0,0.7,10.0,97.0
103.0,96.0,0.7,10.0,97.0
103.0,96.0,0.7,10.0,97.0
103.0,96.0,0.7,10.0,97.0
104.0,96.0,0.7,8.0,96.0
104.0,96.0,0.7,8.0,96.0
104.0,96.0,0.7,8.0,96.0
104.0,96.0,0.7,8.0,96.0
105.0,96.0,0.7,9.0,96.0
105.0,96.0,0.7,9.0,96.0
105.0,96.0,0.7,9.0,96.0
105.0,96.0,0.7,9.0,96.0
104.0,96.0,0.7,9.0,96.0
104.0,96.0,0.7,9.0,96.0
104.0,96.0,0.7,9.0,96.0
104.0,96.0,0.7,9.0,96.0
104.0,96.0,0.7,9.0,97.0
104.0,96.0,0.6,9.0,97.0
104.0,96.0,0.6,9.0,97.0
104.0,96.0,0.6,9.0,97.0
104.0,96.0,0.6,9.0,97.0
104.0,95.0,0.6,9.0,97.0
104.0,95.0,0.6,9.0,97.0
104.0,95.0,0.6,9.0,97.0
104.0,95.0,0.6,9.0,97.0
104.0,95.0,0.6,9.0,97.0
104.0,95.0,0.6,9.0,97.0
104.0,95.0,0.6,9.0,97.0
104.0,94.0,0.6,9.0,96.0
104.0,94.0,0.6,9.0,96.0
104.0,94.0,0.6,9.0,96.0
104.0,93.0,0.6,9.0,96.0
104.0,93.0,0.6,9.0,96.0
104.0,93.0,0.6,9.0,96.0
104.0,93.0,0.6,9.0,96.0
104.0,93.0,0.6,9.0,96.0
104.0,93.0,0.6,9.0,95.0
104.0,92.0,0.6,9.0,95.0
104.0,92.0,0.6,9.0,95.0
104.0,92.0,0.6,9.0,95.0
104.0,92.0,0.6,9.0,95.0
104.0,92.0,0.6,9.0,95.0
104.0,92.0,0.6,9.0,95.0
104.0,92.0,0.6,9.0,95.0
103.0,92.0,0.6,10.0,94.0
103.0,92.0,0.6,10.0,94.0
103.0,92.0,0.6,10.0,94.0
103.0,92.0,0.6,10.0,94.0
103.0,92.0,0.6,10.0,94.0
103.0,92.0,0.6,10.0,94.0
103.0,92.0,0.6,10.0,94.0
103.0,92.0,0.6,9.0,94.0
103.0,92.0,0.6,9.0,94.0
103.0,92.0,0.6,9.0,94.0
103.0,92.0,0.6,9.0,94.0
103.0,92.0,0.6,9.0,94.0
103.0,92.0,0.6,9.0,93.0
103.0,92.0,0.6,9.0,93.0
103.0,92.0,0.6,9.0,93.0
103.0,92.0,0.6,9.0,93.0
103.0,92.0,0.6,9.0,93.0
103.0,92.0,0.6,9.0,93.0
103.0,92.0,0.6,9.0,93.0
103.0,92.0,0.6,9.0,93.0
102.0,92.0,0.6,9.0,93.0
102.0,91.0,0.6,9.0,93.0
102.0,91.0,0.6,9.0,93.0
102.0,91.0,0.6,9.0,93.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,8.0,92.0
103.0,91.0,0.6,8.0,92.0
103.0,91.0,0.6,8.0,92.0
103.0,91.0,0.6,8.0,92.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,9.0,92.0
103.0,91.0,0.6,8.0,92.0
103.0,91.0,0.6,8.0,92.0
103.0,91.0,0.6,8.0,92.0
103.0,91.0,0.6,8.0,92.0
103.0,91.0,0.6,8.0,91.0
103.0,91.0,0.6,8.0,91.0
103.0,91.0,0.6,8.0,91.0
103.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,7.0,91.0
105.0,91.0,0.6,7.0,91.0
105.0,91.0,0.6,7.0,91.0
105.0,91.0,0.6,7.0,91.0
104.0,91.0,0.6,7.0,91.0
104.0,91.0,0.6,7.0,91.0
104.0,91.0,0.6,7.0,91.0
104.0,91.0,0.6,7.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,7.0,91.0
105.0,91.0,0.6,7.0,91.0
105.0,91.0,0.6,7.0,91.0
105.0,91.0,0.6,7.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,7.0,91.0
105.0,91.0,0.6,7.0,91.0
105.0,91.0,0.6,7.0,91.0
105.0,91.0,0.6,7.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,91.0
104.0,91.0,0.6,8.0,92.0
104.0,91.0,0.6,8.0,92.0
104.0,91.0,0.6,8.0,92.0
104.0,91.0,0.6,8.0,92.0
104.0,91.0,0.6,8.0,92.0
105.0,91.0,0.6,10.0,92.0
105.0,91.0,0.6,10.0,92.0
105.0,91.0,0.6,10.0,92.0
105.0,91.0,0.6,10.0,92.0
105.0,91.0,0.6,10.0,91.0
105.0,91.0,0.6,10.0,91.0
105.0,91.0,0.6,10.0,91.0
105.0,91.0,0.6,10.0,91.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
106.0,91.0,0.6,8.0,92.0
106.0,91.0,0.6,8.0,92.0
106.0,91.0,0.6,8.0,92.0
106.0,91.0,0.6,8.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
105.0,91.0,0.6,9.0,92.0
106.0,91.0,0.6,13.0,91.0
106.0,91.0,0.6,13.0,91.0
106.0,91.0,0.6,13.0,91.0
106.0,91.0,0.6,13.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,10.0,91.0
106.0,91.0,0.6,9.0,91.0
106.0,91.0,0.6,9.0,91.0
106.0,91.0,0.6,9.0,91.0
106.0,91.0,0.6,9.0,91.0
107.0,91.0,0.6,8.0,91.0
107.0,91.0,0.6,8.0,91.0
107.0,91.0,0.6,8.0,91.0
107.0,91.0,0.6,8.0,91.0
106.0,91.0,0.6,8.0,91.0
106.0,91.0,0.6,8.0,91.0
106.0,91.0,0.6,8.0,91.0
106.0,91.0,0.6,8.0,91.0
106.0,91.0,0.6,8.0,91.0
106.0,91.0,0.6,8.0,91.0
106.0,91.0,0.6,8.0,91.0
106.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
105.0,91.0,0.6,8.0,91.0
