dev59_HR,dev60_SpO2,dev60_PI,dev59_PI,dev59_SpO2
78.0,96.0,2.5,31.0,96.0
78.0,96.0,2.5,31.0,96.0
78.0,97.0,2.6,31.0,96.0
78.0,97.0,2.6,31.0,96.0
78.0,97.0,2.7,33.0,96.0
78.0,97.0,2.7,33.0,96.0
78.0,97.0,2.9,33.0,96.0
78.0,97.0,2.9,33.0,96.0
78.0,97.0,3.1,36.0,96.0
78.0,97.0,3.1,36.0,96.0
78.0,97.0,3.2,36.0,96.0
78.0,97.0,3.2,36.0,96.0
78.0,97.0,3.2,35.0,96.0
78.0,97.0,3.2,35.0,96.0
78.0,97.0,3.2,35.0,96.0
78.0,97.0,3.2,35.0,96.0
77.0,97.0,3.3,33.0,96.0
77.0,97.0,3.3,33.0,96.0
77.0,97.0,3.4,33.0,96.0
77.0,97.0,3.4,33.0,96.0
79.0,97.0,3.5,36.0,96.0
79.0,97.0,3.5,36.0,96.0
79.0,97.0,3.5,36.0,96.0
79.0,97.0,3.5,36.0,96.0
80.0,97.0,3.5,36.0,96.0
80.0,97.0,3.5,36.0,96.0
80.0,96.0,3.5,36.0,96.0
80.0,96.0,3.5,36.0,96.0
80.0,96.0,3.5,40.0,96.0
80.0,96.0,3.5,40.0,96.0
80.0,96.0,3.5,40.0,96.0
80.0,96.0,3.5,40.0,96.0
80.0,96.0,3.5,42.0,96.0
80.0,96.0,3.5,42.0,96.0
80.0,96.0,3.5,42.0,96.0
80.0,96.0,3.5,42.0,96.0
80.0,96.0,3.5,41.0,95.0
80.0,96.0,3.5,41.0,95.0
80.0,96.0,3.7,41.0,95.0
80.0,96.0,3.7,41.0,95.0
79.0,96.0,3.9,43.0,95.0
79.0,96.0,3.9,43.0,95.0
79.0,96.0,3.9,43.0,95.0
79.0,96.0,3.9,43.0,95.0
77.0,96.0,3.9,49.0,95.0
77.0,96.0,3.9,49.0,95.0
77.0,96.0,4.0,49.0,95.0
77.0,96.0,4.0,49.0,95.0
77.0,96.0,4.0,38.0,95.0
77.0,96.0,4.0,38.0,95.0
77.0,96.0,4.0,38.0,95.0
77.0,96.0,4.0,38.0,95.0
78.0,96.0,4.0,37.0,95.0
78.0,96.0,4.0,37.0,95.0
78.0,96.0,3.9,37.0,95.0
78.0,96.0,3.9,37.0,95.0
79.0,96.0,3.9,38.0,95.0
79.0,96.0,3.9,38.0,95.0
79.0,96.0,3.8,38.0,95.0
79.0,96.0,3.8,38.0,95.0
79.0,96.0,3.8,36.0,95.0
79.0,96.0,3.8,36.0,95.0
79.0,96.0,3.7,36.0,95.0
79.0,96.0,3.7,36.0,95.0
79.0,96.0,3.5,31.0,95.0
79.0,96.0,3.5,31.0,95.0
79.0,96.0,3.5,31.0,95.0
79.0,96.0,3.5,31.0,95.0
79.0,96.0,3.4,23.0,95.0
79.0,96.0,3.4,23.0,95.0
79.0,96.0,3.2,23.0,95.0
79.0,96.0,3.2,23.0,95.0
79.0,96.0,3.0,26.0,95.0
79.0,96.0,3.0,26.0,95.0
79.0,96.0,2.9,26.0,95.0
79.0,96.0,2.9,26.0,95.0
79.0,96.0,2.6,26.0,95.0
79.0,96.0,2.6,26.0,95.0
79.0,96.0,2.6,26.0,95.0
78.0,96.0,2.6,26.0,95.0
77.0,96.0,2.5,27.0,95.0
77.0,96.0,2.5,27.0,95.0
77.0,96.0,2.5,27.0,95.0
77.0,96.0,2.5,27.0,95.0
77.0,96.0,2.5,27.0,95.0
77.0,96.0,2.5,27.0,95.0
77.0,96.0,2.5,27.0,95.0
77.0,96.0,2.5,27.0,95.0
77.0,96.0,2.5,30.0,95.0
77.0,96.0,2.5,30.0,95.0
77.0,96.0,2.8,30.0,95.0
77.0,96.0,2.8,30.0,95.0
77.0,96.0,2.8,35.0,95.0
77.0,96.0,2.8,35.0,95.0
77.0,96.0,2.9,35.0,95.0
77.0,96.0,2.9,35.0,95.0
77.0,96.0,3.1,34.0,95.0
77.0,96.0,3.1,34.0,95.0
77.0,96.0,3.2,34.0,95.0
77.0,96.0,3.2,34.0,95.0
77.0,96.0,3.4,38.0,95.0
77.0,96.0,3.4,38.0,95.0
77.0,96.0,3.6,38.0,95.0
77.0,96.0,3.6,38.0,95.0
77.0,96.0,3.6,43.0,95.0
77.0,96.0,3.6,43.0,95.0
77.0,96.0,3.7,43.0,95.0
77.0,96.0,3.7,43.0,95.0
77.0,96.0,3.8,45.0,95.0
77.0,96.0,3.8,45.0,95.0
77.0,96.0,4.0,45.0,95.0
77.0,96.0,4.0,45.0,95.0
77.0,96.0,4.1,48.0,95.0
77.0,96.0,4.1,48.0,95.0
77.0,96.0,4.2,48.0,95.0
77.0,96.0,4.2,48.0,95.0
77.0,96.0,4.2,50.0,95.0
77.0,96.0,4.2,50.0,95.0
77.0,96.0,4.4,50.0,95.0
77.0,96.0,4.4,50.0,95.0
77.0,96.0,4.4,48.0,95.0
77.0,96.0,4.4,48.0,95.0
77.0,96.0,4.6,48.0,95.0
77.0,96.0,4.6,48.0,95.0
79.0,96.0,4.6,48.0,95.0
79.0,96.0,4.6,48.0,95.0
79.0,96.0,4.7,48.0,95.0
79.0,96.0,4.7,48.0,95.0
78.0,96.0,4.7,53.0,95.0
78.0,96.0,4.7,53.0,95.0
78.0,96.0,4.8,53.0,95.0
78.0,96.0,4.8,53.0,95.0
78.0,96.0,4.9,53.0,95.0
78.0,96.0,4.9,53.0,95.0
78.0,96.0,5.0,53.0,95.0
78.0,96.0,5.0,53.0,95.0
77.0,96.0,5.0,54.0,95.0
77.0,96.0,5.0,54.0,95.0
77.0,96.0,5.0,54.0,95.0
77.0,96.0,5.0,54.0,95.0
77.0,96.0,5.0,56.0,95.0
77.0,96.0,5.0,56.0,95.0
77.0,96.0,5.1,56.0,95.0
77.0,96.0,5.1,56.0,95.0
78.0,96.0,5.0,49.0,95.0
78.0,96.0,5.0,49.0,95.0
78.0,96.0,5.0,49.0,95.0
78.0,96.0,5.0,49.0,95.0
78.0,96.0,5.0,54.0,95.0
78.0,96.0,5.0,54.0,95.0
78.0,96.0,5.0,54.0,95.0
78.0,96.0,5.0,54.0,95.0
79.0,96.0,5.0,56.0,95.0
79.0,96.0,5.0,56.0,95.0
79.0,96.0,4.9,56.0,95.0
79.0,96.0,4.9,56.0,95.0
78.0,96.0,4.9,55.0,95.0
78.0,96.0,4.9,55.0,95.0
78.0,96.0,4.9,55.0,95.0
78.0,96.0,4.9,55.0,95.0
78.0,96.0,5.1,54.0,95.0
78.0,96.0,5.1,54.0,95.0
78.0,96.0,5.1,54.0,95.0
78.0,96.0,5.1,54.0,95.0
77.0,96.0,5.2,63.0,95.0
77.0,96.0,5.2,63.0,95.0
77.0,96.0,5.3,63.0,95.0
77.0,96.0,5.3,63.0,95.0
77.0,96.0,5.4,63.0,95.0
77.0,96.0,5.4,63.0,95.0
77.0,96.0,5.6,63.0,95.0
77.0,96.0,5.6,63.0,95.0
79.0,96.0,5.6,63.0,95.0
79.0,96.0,5.6,63.0,95.0
79.0,96.0,5.6,63.0,95.0
79.0,96.0,5.6,63.0,95.0
79.0,96.0,5.8,63.0,95.0
79.0,96.0,5.8,63.0,95.0
79.0,96.0,5.9,63.0,95.0
81.0,96.0,5.9,56.0,95.0
83.0,96.0,5.8,62.0,95.0
83.0,96.0,5.8,62.0,95.0
83.0,96.0,5.7,62.0,95.0
83.0,96.0,5.7,62.0,95.0
83.0,96.0,5.7,62.0,95.0
83.0,96.0,5.7,62.0,95.0
83.0,96.0,5.7,62.0,95.0
83.0,96.0,5.7,62.0,95.0
83.0,96.0,5.6,52.0,95.0
83.0,96.0,5.6,52.0,95.0
83.0,96.0,5.6,52.0,95.0
83.0,96.0,5.6,52.0,95.0
83.0,96.0,5.5,39.0,95.0
83.0,96.0,5.5,39.0,95.0
83.0,96.0,5.4,39.0,95.0
83.0,96.0,5.4,39.0,95.0
82.0,96.0,5.4,27.0,95.0
82.0,96.0,5.4,27.0,95.0
82.0,96.0,4.6,27.0,95.0
82.0,96.0,4.6,27.0,95.0
82.0,96.0,3.1,24.0,95.0
82.0,96.0,3.1,24.0,95.0
82.0,96.0,2.7,24.0,95.0
82.0,96.0,2.7,24.0,95.0
81.0,96.0,2.8,23.0,95.0
81.0,96.0,2.8,23.0,95.0
81.0,95.0,2.5,23.0,95.0
81.0,95.0,2.5,23.0,95.0
78.0,95.0,2.4,28.0,95.0
78.0,95.0,2.4,28.0,95.0
78.0,95.0,2.3,28.0,95.0
78.0,95.0,2.3,28.0,95.0
78.0,95.0,2.2,22.0,95.0
78.0,95.0,2.2,22.0,95.0
78.0,95.0,2.2,22.0,95.0
78.0,95.0,2.2,22.0,95.0
77.0,95.0,2.2,23.0,95.0
77.0,95.0,2.2,23.0,95.0
77.0,95.0,2.3,23.0,95.0
77.0,95.0,2.3,23.0,95.0
77.0,95.0,2.3,30.0,95.0
77.0,95.0,2.3,30.0,95.0
77.0,95.0,2.4,30.0,95.0
77.0,95.0,2.4,30.0,95.0
77.0,95.0,2.6,30.0,95.0
77.0,95.0,2.6,30.0,95.0
77.0,95.0,3.0,30.0,95.0
77.0,95.0,3.0,30.0,95.0
77.0,95.0,3.2,36.0,95.0
77.0,95.0,3.2,36.0,95.0
77.0,95.0,3.2,36.0,95.0
77.0,95.0,3.2,36.0,95.0
76.0,95.0,3.4,35.0,95.0
76.0,95.0,3.4,35.0,95.0
76.0,95.0,3.6,35.0,95.0
76.0,95.0,3.6,35.0,95.0
75.0,95.0,3.8,45.0,95.0
75.0,95.0,3.8,45.0,95.0
75.0,96.0,3.9,45.0,95.0
75.0,96.0,3.9,45.0,95.0
75.0,96.0,4.1,44.0,94.0
75.0,96.0,4.1,44.0,94.0
75.0,96.0,4.1,44.0,94.0
75.0,96.0,4.1,44.0,94.0
75.0,96.0,4.1,50.0,94.0
75.0,96.0,4.1,50.0,94.0
75.0,96.0,4.2,50.0,94.0
75.0,96.0,4.2,50.0,94.0
75.0,95.0,4.5,48.0,94.0
75.0,95.0,4.5,48.0,94.0
75.0,95.0,4.7,48.0,94.0
75.0,95.0,4.7,48.0,94.0
75.0,95.0,4.7,52.0,93.0
75.0,95.0,4.7,52.0,93.0
75.0,94.0,4.8,52.0,93.0
75.0,94.0,4.8,52.0,93.0
76.0,94.0,4.9,50.0,92.0
76.0,94.0,4.9,50.0,92.0
76.0,93.0,5.1,50.0,92.0
76.0,93.0,5.1,50.0,92.0
75.0,92.0,5.2,56.0,92.0
75.0,92.0,5.2,56.0,92.0
75.0,92.0,5.3,56.0,92.0
75.0,92.0,5.3,56.0,92.0
76.0,92.0,5.3,57.0,91.0
76.0,92.0,5.3,57.0,91.0
76.0,92.0,5.3,57.0,91.0
76.0,92.0,5.3,57.0,91.0
76.0,91.0,5.4,59.0,90.0
76.0,91.0,5.4,59.0,90.0
76.0,91.0,5.4,59.0,90.0
76.0,91.0,5.4,59.0,90.0
76.0,91.0,5.4,61.0,90.0
76.0,91.0,5.4,61.0,90.0
76.0,91.0,5.5,61.0,90.0
76.0,91.0,5.5,61.0,90.0
76.0,91.0,5.5,61.0,90.0
76.0,91.0,5.5,61.0,90.0
76.0,91.0,5.5,61.0,90.0
76.0,91.0,5.5,56.0,90.0
77.0,90.0,5.6,62.0,89.0
77.0,90.0,5.6,62.0,89.0
77.0,90.0,5.6,62.0,89.0
77.0,90.0,5.6,62.0,89.0
77.0,90.0,5.7,57.0,89.0
77.0,90.0,5.7,57.0,89.0
77.0,90.0,5.7,57.0,89.0
77.0,90.0,5.7,57.0,89.0
78.0,90.0,5.7,62.0,89.0
78.0,90.0,5.7,62.0,89.0
78.0,90.0,5.7,62.0,89.0
78.0,90.0,5.7,62.0,89.0
78.0,90.0,5.9,61.0,88.0
78.0,90.0,5.9,61.0,88.0
78.0,89.0,5.8,61.0,88.0
78.0,89.0,5.8,61.0,88.0
78.0,89.0,6.0,60.0,88.0
78.0,89.0,6.0,60.0,88.0
78.0,89.0,6.1,60.0,88.0
78.0,89.0,6.1,60.0,88.0
78.0,89.0,6.1,61.0,88.0
78.0,89.0,6.1,61.0,88.0
78.0,89.0,6.1,61.0,88.0
78.0,89.0,6.1,61.0,88.0
78.0,89.0,6.1,63.0,88.0
78.0,89.0,6.1,63.0,88.0
78.0,89.0,6.2,63.0,88.0
78.0,89.0,6.2,63.0,88.0
79.0,89.0,6.4,57.0,88.0
79.0,89.0,6.4,57.0,88.0
79.0,89.0,6.5,57.0,88.0
79.0,89.0,6.5,57.0,88.0
80.0,89.0,6.5,46.0,88.0
80.0,89.0,6.5,46.0,88.0
80.0,89.0,6.4,46.0,88.0
80.0,89.0,6.4,46.0,88.0
79.0,88.0,6.4,66.0,87.0
79.0,88.0,6.4,66.0,87.0
79.0,88.0,6.4,66.0,87.0
79.0,88.0,6.4,66.0,87.0
79.0,88.0,6.4,75.0,87.0
79.0,88.0,6.4,75.0,87.0
79.0,88.0,6.5,75.0,87.0
79.0,88.0,6.5,75.0,87.0
79.0,88.0,6.5,68.0,87.0
79.0,88.0,6.5,68.0,87.0
79.0,88.0,6.7,68.0,87.0
79.0,88.0,6.7,68.0,87.0
80.0,88.0,6.9,64.0,87.0
80.0,88.0,6.9,64.0,87.0
80.0,88.0,6.9,64.0,87.0
80.0,88.0,6.9,64.0,87.0
79.0,88.0,6.8,67.0,87.0
79.0,88.0,6.8,67.0,87.0
79.0,88.0,6.8,67.0,87.0
79.0,88.0,6.8,67.0,87.0
80.0,88.0,6.5,63.0,87.0
80.0,88.0,6.5,63.0,87.0
80.0,88.0,6.4,63.0,87.0
80.0,88.0,6.4,63.0,87.0
79.0,87.0,6.2,62.0,86.0
79.0,87.0,6.2,62.0,86.0
79.0,87.0,6.1,62.0,86.0
79.0,87.0,6.1,62.0,86.0
79.0,87.0,6.1,60.0,86.0
79.0,87.0,6.1,60.0,86.0
79.0,87.0,6.1,60.0,86.0
79.0,87.0,6.1,60.0,86.0
80.0,87.0,6.0,60.0,86.0
80.0,87.0,6.0,60.0,86.0
80.0,87.0,6.0,60.0,86.0
80.0,87.0,6.0,60.0,86.0
79.0,87.0,6.0,60.0,86.0
79.0,87.0,6.0,60.0,86.0
79.0,87.0,5.8,60.0,86.0
79.0,87.0,5.8,60.0,86.0
79.0,87.0,5.8,62.0,86.0
79.0,87.0,5.8,62.0,86.0
79.0,87.0,5.8,62.0,86.0
79.0,87.0,5.8,62.0,86.0
77.0,87.0,5.8,57.0,86.0
77.0,87.0,5.8,57.0,86.0
77.0,87.0,5.8,57.0,86.0
77.0,87.0,5.8,57.0,86.0
77.0,87.0,5.9,64.0,86.0
77.0,87.0,5.9,64.0,86.0
77.0,87.0,6.2,64.0,86.0
77.0,87.0,6.2,64.0,86.0
77.0,87.0,6.2,66.0,85.0
77.0,87.0,6.2,66.0,85.0
77.0,87.0,6.4,66.0,85.0
77.0,87.0,6.4,66.0,85.0
77.0,87.0,6.5,65.0,85.0
77.0,87.0,6.5,65.0,85.0
77.0,86.0,6.6,65.0,85.0
77.0,86.0,6.6,65.0,85.0
77.0,86.0,6.6,65.0,85.0
77.0,86.0,6.6,65.0,85.0
77.0,86.0,6.6,65.0,85.0
77.0,86.0,6.6,69.0,85.0
77.0,86.0,6.6,74.0,85.0
77.0,86.0,6.6,74.0,85.0
77.0,86.0,6.7,74.0,85.0
77.0,86.0,6.7,74.0,85.0
77.0,86.0,6.9,70.0,85.0
77.0,86.0,6.9,70.0,85.0
77.0,86.0,6.9,70.0,85.0
77.0,86.0,6.9,70.0,85.0
78.0,86.0,7.0,75.0,85.0
78.0,86.0,7.0,75.0,85.0
78.0,86.0,7.0,75.0,85.0
78.0,86.0,7.0,75.0,85.0
78.0,86.0,7.2,74.0,85.0
78.0,86.0,7.2,74.0,85.0
78.0,86.0,7.4,74.0,85.0
78.0,86.0,7.4,74.0,85.0
79.0,86.0,7.2,71.0,85.0
79.0,86.0,7.2,71.0,85.0
79.0,86.0,7.2,71.0,85.0
79.0,86.0,7.2,71.0,85.0
79.0,86.0,7.2,76.0,85.0
79.0,86.0,7.2,76.0,85.0
79.0,86.0,7.2,76.0,85.0
79.0,86.0,7.2,76.0,85.0
79.0,86.0,7.2,79.0,85.0
79.0,86.0,7.2,79.0,85.0
79.0,86.0,7.2,79.0,85.0
79.0,86.0,7.2,79.0,85.0
80.0,86.0,7.3,73.0,85.0
80.0,86.0,7.3,73.0,85.0
80.0,86.0,7.4,73.0,85.0
80.0,86.0,7.4,73.0,85.0
80.0,86.0,7.4,78.0,85.0
80.0,86.0,7.4,78.0,85.0
80.0,86.0,7.4,78.0,85.0
80.0,86.0,7.4,78.0,85.0
80.0,86.0,7.5,79.0,85.0
80.0,86.0,7.5,79.0,85.0
80.0,86.0,7.7,79.0,85.0
80.0,86.0,7.7,79.0,85.0
81.0,86.0,7.5,73.0,85.0
81.0,86.0,7.5,73.0,85.0
81.0,86.0,7.6,73.0,85.0
81.0,86.0,7.6,73.0,85.0
81.0,86.0,7.6,81.0,85.0
81.0,86.0,7.6,81.0,85.0
81.0,86.0,7.6,81.0,85.0
81.0,86.0,7.6,81.0,85.0
81.0,86.0,7.7,83.0,84.0
81.0,86.0,7.7,83.0,84.0
81.0,86.0,7.8,83.0,84.0
81.0,86.0,7.8,83.0,84.0
81.0,86.0,7.8,80.0,84.0
81.0,86.0,7.8,80.0,84.0
81.0,86.0,7.9,80.0,84.0
81.0,86.0,7.9,80.0,84.0
82.0,86.0,7.9,81.0,84.0
82.0,86.0,7.9,81.0,84.0
82.0,85.0,8.0,81.0,84.0
82.0,85.0,8.0,81.0,84.0
81.0,85.0,8.1,70.0,84.0
81.0,85.0,8.1,70.0,84.0
81.0,85.0,8.1,70.0,84.0
81.0,85.0,8.1,70.0,84.0
81.0,85.0,7.9,68.0,84.0
81.0,85.0,7.9,68.0,84.0
81.0,85.0,7.2,68.0,84.0
81.0,85.0,7.2,68.0,84.0
80.0,85.0,7.2,74.0,84.0
80.0,85.0,7.2,74.0,84.0
80.0,85.0,6.9,74.0,84.0
80.0,85.0,6.9,74.0,84.0
80.0,85.0,6.8,78.0,84.0
80.0,85.0,6.8,78.0,84.0
80.0,85.0,6.9,78.0,84.0
80.0,85.0,6.9,78.0,84.0
80.0,85.0,7.1,74.0,84.0
80.0,85.0,7.1,74.0,84.0
80.0,85.0,7.4,74.0,84.0
80.0,85.0,7.4,74.0,84.0
80.0,85.0,7.4,75.0,84.0
80.0,85.0,7.4,75.0,84.0
80.0,85.0,7.6,75.0,84.0
80.0,85.0,7.6,75.0,84.0
81.0,85.0,7.7,64.0,84.0
81.0,85.0,7.7,64.0,84.0
81.0,85.0,7.7,64.0,84.0
81.0,85.0,7.7,64.0,84.0
81.0,85.0,7.3,63.0,84.0
81.0,85.0,7.3,63.0,84.0
81.0,85.0,7.1,63.0,84.0
81.0,85.0,7.1,63.0,84.0
81.0,85.0,7.1,69.0,84.0
81.0,85.0,7.1,69.0,84.0
81.0,85.0,7.0,69.0,84.0
81.0,85.0,7.0,69.0,84.0
81.0,85.0,6.9,69.0,84.0
81.0,85.0,6.9,69.0,84.0
81.0,85.0,6.9,69.0,84.0
82.0,85.0,6.9,75.0,84.0
82.0,85.0,7.1,75.0,84.0
82.0,85.0,7.1,75.0,84.0
82.0,85.0,7.1,75.0,84.0
82.0,85.0,7.1,75.0,84.0
83.0,85.0,7.4,68.0,84.0
83.0,85.0,7.4,68.0,84.0
83.0,85.0,7.5,68.0,84.0
83.0,85.0,7.5,68.0,84.0
83.0,85.0,7.1,72.0,84.0
83.0,85.0,7.1,72.0,84.0
83.0,85.0,6.9,72.0,84.0
83.0,85.0,6.9,72.0,84.0
82.0,85.0,6.8,69.0,84.0
82.0,85.0,6.8,69.0,84.0
82.0,85.0,6.8,69.0,84.0
82.0,85.0,6.8,69.0,84.0
81.0,85.0,6.8,77.0,84.0
81.0,85.0,6.8,77.0,84.0
81.0,85.0,6.9,77.0,84.0
81.0,85.0,6.9,77.0,84.0
81.0,85.0,7.0,81.0,84.0
81.0,85.0,7.0,81.0,84.0
81.0,85.0,7.2,81.0,84.0
81.0,85.0,7.2,81.0,84.0
81.0,85.0,7.2,73.0,84.0
81.0,85.0,7.2,73.0,84.0
81.0,85.0,7.4,73.0,84.0
81.0,85.0,7.4,73.0,84.0
82.0,85.0,7.6,76.0,84.0
82.0,85.0,7.6,76.0,84.0
82.0,85.0,7.7,76.0,84.0
82.0,85.0,7.7,76.0,84.0
82.0,85.0,8.0,82.0,84.0
82.0,85.0,8.0,82.0,84.0
82.0,85.0,8.1,82.0,84.0
82.0,85.0,8.1,82.0,84.0
83.0,85.0,8.1,83.0,84.0
83.0,85.0,8.1,83.0,84.0
83.0,85.0,8.1,83.0,84.0
83.0,85.0,8.1,83.0,84.0
82.0,85.0,8.2,84.0,84.0
82.0,85.0,8.2,84.0,84.0
82.0,85.0,8.2,84.0,84.0
82.0,85.0,8.2,84.0,84.0
83.0,85.0,8.2,82.0,84.0
83.0,85.0,8.2,82.0,84.0
83.0,85.0,8.3,82.0,84.0
83.0,85.0,8.3,82.0,84.0
83.0,85.0,8.3,79.0,84.0
83.0,85.0,8.3,79.0,84.0
83.0,85.0,8.2,79.0,84.0
83.0,85.0,8.2,79.0,84.0
83.0,85.0,8.3,83.0,84.0
83.0,85.0,8.3,83.0,84.0
83.0,85.0,8.2,83.0,84.0
83.0,85.0,8.2,83.0,84.0
82.0,85.0,8.0,86.0,84.0
82.0,85.0,8.0,86.0,84.0
82.0,85.0,7.8,86.0,84.0
82.0,85.0,7.8,86.0,84.0
83.0,85.0,7.8,81.0,84.0
83.0,85.0,7.8,81.0,84.0
83.0,85.0,7.7,81.0,84.0
83.0,85.0,7.7,81.0,84.0
83.0,85.0,7.7,87.0,84.0
83.0,85.0,7.7,87.0,84.0
83.0,85.0,7.8,87.0,84.0
83.0,85.0,7.8,87.0,84.0
84.0,85.0,7.9,66.0,84.0
84.0,85.0,7.9,66.0,84.0
84.0,85.0,7.9,66.0,84.0
84.0,85.0,7.9,66.0,84.0
85.0,85.0,7.9,60.0,84.0
85.0,85.0,7.9,60.0,84.0
85.0,85.0,7.1,60.0,84.0
85.0,85.0,7.1,60.0,84.0
86.0,85.0,6.9,53.0,84.0
86.0,85.0,6.9,53.0,84.0
86.0,85.0,6.5,53.0,84.0
86.0,85.0,6.5,53.0,84.0
85.0,85.0,6.1,48.0,84.0
85.0,85.0,6.1,48.0,84.0
85.0,85.0,5.9,48.0,84.0
85.0,85.0,5.9,48.0,84.0
85.0,85.0,5.9,43.0,84.0
85.0,85.0,5.9,43.0,84.0
85.0,85.0,5.6,43.0,84.0
85.0,85.0,5.6,43.0,84.0
85.0,85.0,5.3,41.0,84.0
85.0,85.0,5.3,41.0,84.0
85.0,85.0,5.1,41.0,84.0
85.0,85.0,5.1,41.0,84.0
85.0,85.0,4.9,42.0,84.0
85.0,85.0,4.9,42.0,84.0
85.0,85.0,4.7,42.0,84.0
85.0,85.0,4.7,42.0,84.0
85.0,85.0,4.7,42.0,84.0
85.0,85.0,4.7,42.0,84.0
85.0,85.0,4.6,42.0,84.0
86.0,85.0,4.6,44.0,84.0
87.0,85.0,4.6,45.0,84.0
87.0,85.0,4.6,45.0,84.0
87.0,85.0,4.8,45.0,84.0
87.0,85.0,4.8,45.0,84.0
87.0,85.0,4.8,40.0,84.0
87.0,85.0,4.8,40.0,84.0
87.0,85.0,4.8,40.0,84.0
87.0,85.0,4.8,40.0,84.0
87.0,85.0,4.8,40.0,84.0
87.0,85.0,4.8,40.0,84.0
87.0,85.0,4.7,40.0,84.0
87.0,85.0,4.7,40.0,84.0
86.0,85.0,4.6,39.0,84.0
86.0,85.0,4.6,39.0,84.0
86.0,85.0,4.5,39.0,84.0
86.0,85.0,4.5,39.0,84.0
85.0,85.0,4.5,40.0,84.0
85.0,85.0,4.5,40.0,84.0
85.0,85.0,4.5,40.0,84.0
85.0,85.0,4.5,40.0,84.0
85.0,85.0,4.5,39.0,84.0
85.0,85.0,4.5,39.0,84.0
85.0,85.0,4.5,39.0,84.0
85.0,85.0,4.5,39.0,84.0
85.0,85.0,4.5,43.0,84.0
85.0,85.0,4.5,43.0,84.0
85.0,85.0,4.6,43.0,84.0
85.0,85.0,4.6,43.0,84.0
85.0,85.0,4.6,47.0,84.0
85.0,85.0,4.6,47.0,84.0
85.0,85.0,4.8,47.0,84.0
85.0,85.0,4.8,47.0,84.0
85.0,85.0,5.0,47.0,84.0
85.0,85.0,5.0,47.0,84.0
85.0,85.0,5.2,47.0,84.0
85.0,85.0,5.2,47.0,84.0
84.0,85.0,5.3,43.0,84.0
84.0,85.0,5.3,43.0,84.0
84.0,85.0,5.4,43.0,84.0
84.0,85.0,5.4,43.0,84.0
83.0,85.0,5.4,41.0,83.0
83.0,85.0,5.4,41.0,83.0
83.0,85.0,5.4,41.0,83.0
83.0,85.0,5.4,41.0,83.0
84.0,85.0,5.2,35.0,83.0
84.0,85.0,5.2,35.0,83.0
84.0,85.0,4.8,35.0,83.0
84.0,85.0,4.8,35.0,83.0
84.0,85.0,4.6,36.0,83.0
84.0,85.0,4.6,36.0,83.0
84.0,85.0,4.5,36.0,83.0
84.0,85.0,4.5,36.0,83.0
83.0,85.0,4.4,37.0,83.0
83.0,85.0,4.4,37.0,83.0
83.0,85.0,4.2,37.0,83.0
83.0,85.0,4.2,37.0,83.0
84.0,85.0,4.1,36.0,83.0
84.0,85.0,4.1,36.0,83.0
84.0,85.0,4.1,36.0,83.0
84.0,85.0,4.1,36.0,83.0
83.0,85.0,4.3,38.0,83.0
83.0,85.0,4.3,38.0,83.0
83.0,85.0,4.3,38.0,83.0
83.0,85.0,4.3,38.0,83.0
84.0,85.0,4.4,35.0,83.0
84.0,85.0,4.4,35.0,83.0
84.0,85.0,4.5,35.0,83.0
84.0,85.0,4.5,35.0,83.0
85.0,85.0,4.5,37.0,83.0
85.0,85.0,4.5,37.0,83.0
85.0,85.0,4.5,37.0,83.0
85.0,85.0,4.5,37.0,83.0
86.0,85.0,4.5,38.0,83.0
86.0,85.0,4.5,38.0,83.0
86.0,85.0,4.5,38.0,83.0
86.0,85.0,4.5,38.0,83.0
86.0,85.0,4.5,38.0,83.0
86.0,85.0,4.5,38.0,83.0
86.0,85.0,4.5,38.0,83.0
86.0,85.0,4.5,38.0,83.0
86.0,85.0,4.5,37.0,83.0
86.0,85.0,4.5,37.0,83.0
86.0,85.0,4.6,37.0,83.0
86.0,85.0,4.6,37.0,83.0
86.0,85.0,4.6,36.0,83.0
86.0,85.0,4.6,36.0,83.0
86.0,85.0,4.6,36.0,83.0
86.0,85.0,4.6,36.0,83.0
86.0,85.0,4.7,40.0,83.0
86.0,85.0,4.7,40.0,83.0
86.0,85.0,4.7,40.0,83.0
86.0,85.0,4.7,40.0,83.0
87.0,85.0,4.7,40.0,83.0
87.0,85.0,4.7,40.0,83.0
87.0,84.0,4.7,40.0,83.0
87.0,84.0,4.7,40.0,83.0
87.0,84.0,4.7,40.0,83.0
87.0,84.0,4.7,40.0,83.0
87.0,84.0,4.9,40.0,83.0
85.0,84.0,4.9,43.0,83.0
85.0,84.0,5.1,43.0,83.0
85.0,84.0,5.1,43.0,83.0
85.0,84.0,5.2,43.0,83.0
85.0,84.0,5.2,43.0,83.0
85.0,84.0,5.1,34.0,83.0
85.0,84.0,5.1,34.0,83.0
85.0,84.0,4.8,34.0,83.0
85.0,84.0,4.8,34.0,83.0
85.0,84.0,4.8,33.0,83.0
85.0,84.0,4.8,33.0,83.0
85.0,84.0,4.6,33.0,83.0
85.0,84.0,4.6,33.0,83.0
85.0,84.0,4.6,41.0,83.0
85.0,84.0,4.6,41.0,83.0
85.0,84.0,4.5,41.0,83.0
85.0,84.0,4.5,41.0,83.0
85.0,84.0,4.5,48.0,83.0
85.0,84.0,4.5,48.0,83.0
